CUT REGIONAL,Comuna,Establecimiento,Teléfono,,,,,
3301,Vallenar,Posta de Salud Rural Cachiyuyo,,,,,,
3301,Vallenar,Posta de Salud Rural Incahuasi,,,,,,
3301,Vallenar,Posta de Salud Rural Hacienda Compañía,,,,,,
3304,Huasco,Posta de Salud Rural Segundo Ponce,,,,,,
3302,Alto del Carmen,Posta de Salud Rural Las Breas (Alto del Carmen),,,,,,
3304,Huasco,Posta de Salud Rural Padre Mariano Avellana Lasierra,,,,,,
3304,Huasco,Posta de Salud Rural Jeremías Cortés,,,,,,
3102,Caldera,Centro Comunitario de Salud Familiar Orfelia Lavín,522535952,,,,,
3103,Tierra Amarilla,Puesto de Atención Médica Especializada (Tierra Amarilla),994567729,,,,,
3202,Diego de Almagro,Puesto de Atención Médica Especializada (Diego de Almagro),998882184,,,,,
3201,Chañaral,Puesto de Atención Médica Especializada (Chañaral),981282127,,,,,
3301,Vallenar,SAPU Baquedano,522614592,,,,,
3101,Copiapó,SAPU Dr. Bernardo Mellibovsky,,,,,,
3301,Vallenar,SAPU Joan Crawford Astudillo,,,,,,
3101,Copiapó,SAPU Paipote,,,,,,
3102,Caldera,SAPU Rosario Corvalán,,,,,,
3101,Copiapó,SAPU El Palomar,,,,,,
3301,Vallenar,Laboratorio Clínico Blanco,,,,,,
3301,Vallenar,Laboratorio Clínico Bionet,,,,,,
3201,Chañaral,Laboratorio Chañaral,,,,,,
3301,Vallenar,Laboratorio Clínico López,,,,,,
3202,Diego de Almagro,Centro de Diálisis Municipal Diego de Almagro,522449466,,,,,
3301,Vallenar,Centro de Salud Mutual CChC Vallenar,522614583,,,,,
3101,Copiapó,Instituto de Rehabilitación Infantil TELETÓN (Atacama),522207000,,,,,
3101,Copiapó,Laboratorio Clínico Blanco,522219613,,,,,
3101,Copiapó,Centro Médico y Dental Copiapó IIIa Zona Carabineros Atacama,,,,,,
3101,Copiapó,Integramédica Copiapó,522201500,,,,,
4301,Illapel,Centro de Salud Familiar Urbano de Illapel,,,,,,
,Ovalle,Centro Comunitario de Salud Familiar Colonia Limarí,,,,,,
4101,La Serena,Vacunatorio Ad Hominem,992540004,,,,,
4102,Coquimbo,Centro Comunitario de Salud Familiar Punta Mira,513333110,,,,,
4301,Ovalle,Centro Comunitario de Salud Familiar Los Copihues,512532830,,,,,
4101,La Serena,Policlínico Universidad Pedro de Valdivia,990406974,,,,,
4101,La Serena,Policlínico de Funcionarios de Gendarmería de Chile La Serena,979866405,,,,,
4101,La Serena,Unidad de Salud del Establecimiento Penitenciario de La Serena,512421156,,,,,
4102,Coquimbo,Centro de Salud IST Coquimbo,512316528,,,,,
4101,La Serena,Laboratorio Clínico Megasalud S.A.,,,,,,
4102,Coquimbo,Centro de Salud Familiar El Sauce,,,,,,
4102,Coquimbo,Centro de Salud Familiar Rural Pan de Azúcar,,,,,,
4204,Salamanca,Laboratorio Clínico Astelab,532551474,,,,,
4301,Ovalle,Laboratorio Clínico Bionet S.A,532620386,,,,,
4301,Ovalle,Laboratorio Clínico Medilab Ltda.,532625876,,,,,
4102,Coquimbo,Laboratorio Clínico Arauco,512673229,,,,,
4102,Coquimbo,Clínica Regional Coquimbo,512670000,,,,,
4101,La Serena,Centro de Salud Familiar Cardenal Caro,512296963,,,,,
4101,La Serena,Centro de Salud Familiar Las Compañías,512253882,,,,,
4101,La Serena,Centro de Salud Familiar Pedro Aguirre Cerda,512253882,,,,,
4102,Coquimbo,Centro de Salud Familiar San Juan,512331110,,,,,
4102,Coquimbo,Centro de Salud Familiar Santa Cecilia,512321108,,,,,
4102,Coquimbo,Centro de Salud Familiar Tierras Blancas,512241752,,,,,
4105,Paiguano,Centro de Salud Familiar Paihuano,512451006,,,,,
4303,Monte Patria,Centro de Salud Familiar Monte Patria,532711027,,,,,
4304,Punitaqui,Centro de Salud Familiar Punitaqui,532731027,,,,,
4202,Canela,Centro de Salud Familiar Canela,532540007,,,,,
4305,Río Hurtado,Centro de Salud Familiar Pichasca,532691634,,,,,
4303,Monte Patria,Centro de Salud Familiar Chañaral Alto,532711332,,,,,
4303,Monte Patria,Centro de Salud Familiar Carén,532726007,,,,,
4101,La Serena,Centro de Salud Familiar Dr. Emilio Schaffhauser,512221087,,,,,
4104,La Higuera,Centro de Salud Familiar La Higuera,512331331,,,,,
4301,Ovalle,Centro de Salud Familiar Cerrillos de Tamaya,532631005,,,,,
4301,Ovalle,Centro de Salud Familiar Jorge Jordán Domic,532624562,,,,,
4303,Monte Patria,Centro de Salud Familiar El Palqui,532711072,,,,,
4101,La Serena,Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena,512257782,,,,,
4102,Coquimbo,Centro de Salud Familiar Tongoy,,,,,,
4301,Ovalle,Centro de Salud Familiar Marcos Macuada,532632535,,,,,
4102,Coquimbo,Centro de Salud Familiar Dr. Sergio Aguilar Delgado,512325404,,,,,
4301,Ovalle,Centro de Salud Familiar Sotaquí,532632792,,,,,
4101,La Serena,Centro de Salud Familiar Juan Pablo II,,,,,,
4102,Illapel,Centro de Salud Familiar Villa San Rafael de Rozas,532528166,,,,,
4101,La Serena,Posta de Salud Rural Algarrobito,,,,,,
4101,La Serena,Posta de Salud Rural Las Rojas,,,,,,
4101,La Serena,Posta de Salud Rural El Romero,,,,,,
4102,Coquimbo,Posta de Salud Rural El Tangue,,,,,,
4102,Coquimbo,Posta de Salud Rural Guanaqueros,512395766,,,,,
4102,Coquimbo,Posta de Salud Rural Pan de Azúcar,512241260,,,,,
4102,Coquimbo,Posta de Salud Rural Tambillo,,,,,,
4305,Río Hurtado,Posta de Salud Rural El Chañar,,,,,,
4305,Río Hurtado,Posta de Salud Rural Hurtado,532691816,,,,,
4305,Río Hurtado,Posta de Salud Rural Las Breas (Río Hurtado),,,,,,
4305,Río Hurtado,Posta de Salud Rural Samo Alto,532691634,,,,,
4305,Río Hurtado,Posta de Salud Rural Serón,,,,,,
4301,Ovalle,Posta de Salud Rural Barraza,,,,,,
4301,Ovalle,Posta de Salud Rural Camarico (Ovalle),,,,,,
4301,Ovalle,Posta de Salud Rural Alcones Bajo,,,,,,
4301,Ovalle,Posta de Salud Rural Las Sossas,,,,,,
4301,Ovalle,Posta de Salud Rural Limarí,532632793,,,,,
4301,Ovalle,Posta de Salud Rural Hornillos,,,,,,
4303,Monte Patria,Posta de Salud Rural Chilecito,,,,,,
4303,Monte Patria,Posta de Salud Rural Hacienda Valdivia,,,,,,
4303,Monte Patria,Posta de Salud Rural Huatulame,532711601,,,,,
4303,Monte Patria,Posta de Salud Rural Mialqui,,,,,,
4303,Monte Patria,Posta de Salud Rural Pedregal,,,,,,
4303,Monte Patria,Posta de Salud Rural Rapel (Monte Patria),,,,,,
4302,Combarbalá,Posta de Salud Rural San Lorenzo (Combarbalá),,,,,,
4302,Combarbalá,Posta de Salud Rural San Marcos (Combarbalá),,,,,,
4303,Monte Patria,Posta de Salud Rural Tulahuén,,,,,,
4303,Monte Patria,Posta de Salud Rural El Maitén,,,,,,
4301,Ovalle,Posta de Salud Rural Chalinga,,,,,,
4301,Ovalle,Posta de Salud Rural Cerro Blanco,,,,,,
4304,Punitaqui,Posta de Salud Rural Divisadero,,,,,,
4302,Combarbalá,Posta de Salud Rural Manquehua,,,,,,
4304,Punitaqui,Posta de Salud Rural San Pedro de Quiles,,,,,,
4301,Illapel,Posta de Salud Rural Cárcamo,,,,,,
4301,Illapel,Posta de Salud Rural Huintil,,,,,,
4301,Illapel,Posta de Salud Rural Limáhuida,,,,,,
4301,Illapel,Posta de Salud Rural Matancilla,,,,,,
4301,Illapel,Posta de Salud Rural Peralillo Illapel,,,,,,
4301,Illapel,Posta de Salud Rural Santa Virginia,,,,,,
4301,Illapel,Posta de Salud Rural Tunga Norte,,,,,,
4202,Canela,Posta de Salud Rural Mincha Norte,,,,,,
4202,Canela,Posta de Salud Rural Agua Fría,,,,,,
4204,Salamanca,Posta de Salud Rural Cuncumén(Salamanca),,,,,,
4204,Salamanca,Posta de Salud Rural Tranquilla,,,,,,
4204,Salamanca,Posta de Salud Rural Cunlagua,,,,,,
4204,Salamanca,Posta de Salud Rural Chillepín,,,,,,
4204,Salamanca,Posta de Salud Rural Llimpo,,,,,,
4204,Salamanca,Posta de Salud Rural San Agustín (Salamanca),,,,,,
4204,Salamanca,Posta de Salud Rural Tahuinco,,,,,,
4302,Combarbalá,Posta de Salud Rural Barrancas,,,,,,
4302,Combarbalá,Posta de Salud Rural Cogotí 18,,,,,,
4302,Combarbalá,Posta de Salud Rural El Huacho,,,,,,
4302,Combarbalá,Posta de Salud Rural El Sauce (Combarbalá),,,,,,
4302,Combarbalá,Posta de Salud Rural Quilitapia,,,,,,
4302,Combarbalá,Posta de Salud Rural La Ligua,,,,,,
4302,Combarbalá,Posta de Salud Rural Ramadilla,,,,,,
4302,Combarbalá,Posta de Salud Rural Valle Hermoso,,,,,,
4106,Vicuña,Posta de Salud Rural Diaguitas,,,,,,
4106,Vicuña,Posta de Salud Rural El Molle,,,,,,
4106,Vicuña,Posta de Salud Rural El Tambo (Vicuña),,,,,,
4106,Vicuña,Posta de Salud Rural Huanta,,,,,,
4106,Vicuña,Posta de Salud Rural Peralillo Vicuña,,,,,,
4106,Vicuña,Posta de Salud Rural Rivadavia,,,,,,
4106,Vicuña,Posta de Salud Rural Talcuna,,,,,,
4106,Vicuña,Posta de Salud Rural Chapilca,,,,,,
4105,Paiguano,Posta de Salud Rural Horcón (Paiguano),,,,,,
4105,Paiguano,Posta de Salud Rural Monte Grande,,,,,,
4105,Paiguano,Posta de Salud Rural Pisco Elqui,,,,,,
4203,Los Vilos,Posta de Salud Rural Caimanes,,,,,,
4203,Los Vilos,Posta de Salud Rural Guangualí,,,,,,
4203,Los Vilos,Posta de Salud Rural Quilimarí,,,,,,
4203,Los Vilos,Posta de Salud Rural Tilama,,,,,,
4202,Canela,Posta de Salud Rural Canela Alta,,,,,,
4202,Canela,Posta de Salud Rural Los Rulos,,,,,,
4202,Canela,Posta de Salud Rural Huentelauquén,,,,,,
4301,Illapel,Posta de Salud Rural Plan de Hornos,,,,,,
4301,Illapel,Posta de Salud Rural Tunga Sur,,,,,,
4301,Illapel,Posta de Salud Rural Cañas Uno,,,,,,
4202,Canela,Posta de Salud Rural Espíritu Santo,,,,,,
4303,Monte Patria,Posta de Salud Rural Ramadas de Tulahuén,,,,,,
4302,Combarbalá,Posta de Salud Rural El Durazno(Combarbalá),,,,,,
4204,Salamanca,Posta de Salud Rural Quelén Bajo,,,,,,
4204,Salamanca,Posta de Salud Rural Camisa,,,,,,
4202,Canela,Posta de Salud Rural Mincha Sur,,,,,,
4301,Illapel,Posta de Salud Rural Pintacura Sur,,,,,,
4202,Canela,Posta de Salud Rural Jabonería,,,,,,
4202,Canela,Posta de Salud Rural Quebrada Linares,,,,,,
4101,La Serena,Posta de Salud Rural Lambert,,,,,,
4104,La Higuera,Posta de Salud Rural Caleta Hornos,,,,,,
4204,Salamanca,Posta de Salud Rural Arboleda Grande,,,,,,
4106,Vicuña,Posta de Salud Rural Calingasta,,,,,,
4305,Río Hurtado,Posta de Salud Rural Tabaqueros,,,,,,
4301,Illapel,Posta de Salud Rural Socavón,,,,,,
4104,La Higuera,Posta de Salud Rural Los Choros,,,,,,
4104,La Higuera,Posta de Salud Rural El Trapiche,,,,,,
4301,Ovalle,Posta de Salud Rural Huamalata,532633003,,,,,
4304,Punitaqui,Posta de Salud Rural El Parral de Quiles,,,,,,
4106,Vicuña,Posta de Salud Rural Gualliguaica,,,,,,
4301,Ovalle,Posta de Salud Rural Recoleta,,,,,,
4301,Los Vilos,Posta de Salud Rural Los Cóndores,,,,,,
4102,Coquimbo,COSAM Tierras Blancas (CESAM),512246340,,,,,
4101,La Serena,Centro Comunitario de Salud Familiar Villa el Indio,512336020,,,,,
4101,La Serena,Centro Comunitario de Salud Familiar Villa Alemania,512281570,,,,,
4101,La Serena,Centro Comunitario de Salud Familiar Lambert,512251532,,,,,
4102,Coquimbo,Centro Comunitario de Salud Familiar El Alba,512336031,,,,,
4301,Ovalle,Centro Comunitario de Salud Familiar San José de la Dehesa,532663950,,,,,
4301,Ovalle,Centro Comunitario de Salud Familiar Limarí,,,,,,
4101,La Serena,SAPU Las Compañías,512253882,,,,,
4101,La Serena,SAPU Pedro Aguirre Cerda,512270680,,,,,
4102,Coquimbo,SAPU San Juan,512262591,,,,,
4102,Coquimbo,SAPU Santa Cecilia,512321108,,,,,
4102,Coquimbo,SAR Tierras Blancas,512241752,,,,,
4202,Canela,SAPU Canela,532540345,,,,,
4301,Ovalle,SAPU Jorge Jordán Domic,532624562,,,,,
4101,La Serena,SAPU Raúl Silva Henríquez de La Serena,512255190,,,,,
4301,Ovalle,SAPU Marcos Macuada,532632535,,,,,
4102,Coquimbo,SAPU Dr. Sergio Aguilar,512325404,,,,,
4101,La Serena,SAPU Cardenal Caro,512571836,,,,,
4101,La Serena,SAPU Emilio Schaffhauser,512221203,,,,,
4102,Coquimbo,Policlínico de la Asociación Chilena de Seguridad Coquimbo,,,,,,
4101,La Serena,Centro de Diálisis Clinidial Las Compañías,,,,,,
4101,La Serena,Centro Comunitario de Salud Familiar Arcos de Pinamar,,,,,,
4101,La Serena,Centro Médico y Dental La Serena IVa. Zona de Carabineros Coquimbo,512222955,,,,,
4101,La Serena,SAPU Juan Pablo II,512672985,,,,,
4102,Coquimbo,SAPU Tierras Blancas II,512336032,,,,,
4101,La Serena,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Coquimbo),,,,,,
4101,La Serena,PRAIS (S.S Coquimbo),,,,,,
4303,Monte Patria,Clínica Dental Móvil Triple. Pat. PW4100 (Monte Patria),532711058,,,,,
4101,La Serena,Hospital San Juan de Dios (La Serena),512333378,,,,,
4102,Coquimbo,Hospital San Pablo (Coquimbo),512336715,,,,,
4301,Ovalle,Hospital Dr. Antonio Tirado Lanas (Ovalle),532663194,,,,,
4301,Illapel,Hospital Dr. Humberto Elorza Cortés (Illapel),532663867,,,,,
4204,Salamanca,Hospital de Salamanca,532662960,,,,,
4302,Combarbalá,Hospital San Juan de Dios (Combarbalá),532663464,,,,,
4103,Andacollo,Hospital Dr. José Arraño (Andacollo),512331096,,,,,
4106,Vicuña,Hospital San Juan de Dios (Vicuña),512333141,,,,,
4301,Los Vilos,Hospital San Pedro (Los Vilos),532663626,,,,,
4101,La Serena,Centro de Salud Mutual CChC La Serena,512221991,,,,,
4101,La Serena,Policlínico del Trabajador AChS La Serena,512335500,,,,,
4301,Ovalle,Clínica del Trabajador de la AChS Ovalle,532624619,,,,,
4101,La Serena,Clínica Regional Elqui,512332300,,,,,
4101,La Serena,Centro Médico Integramédica La Serena,512207700,,,,,
4101,La Serena,Centro Médico y Dental Megasalud La Serena,512337400,,,,,
4101,La Serena,Laboratorio Clínico Dra. Gloria Canovas,512225263,,,,,
4101,La Serena,Policlínico Cruz Roja de La Serena,512224720,,,,,
4102,Coquimbo,Centro de Salud Estudiantil - Universidad Católica del Norte,512205982,,,,,
4201,Illapel,Policlínico del Trabajador AChS Illapel,532522411,,,,,
4102,Coquimbo,Sociedad Emergencia Móvil Integral S.A.,512418200,,,,,
4101,La Serena,Sociedad de Profesionales de Hemodiálisis Ltda.,512213272,,,,,
4102,Coquimbo,Sociedad Propedia Ltda.,512319549,,,,,
4101,La Serena,Vacunatorio La Serena,,,,,,
4101,La Serena,Compañía Minera del Pacífico S.A.,512203085,,,,,
4301,Ovalle,Centro de Salud Mutual CChC Ovalle,532620024,,,,,
4102,Coquimbo,Cruz Roja de Coquimbo,512311166,,,,,
4101,La Serena,Laboratorio Clínico Santa María de La Serena Ltda.,512550151,,,,,
4301,Ovalle,Laboratorio Clínico Limarí,532423104,,,,,
4101,La Serena,Laboratorio Clínico Integramédica,512207747,,,,,
4301,Ovalle,Laboratorio Clínico San Andrés,532620369,,,,,
4102,Coquimbo,Centro de especialidades Médicas (CEMCO),512322132,,,,,
4101,La Serena,Laboratorio Clínico Analyser Ltda.,512544700,,,,,
4301,Ovalle,Laboratorio Clínico Ariztía Ltda.,532629811,,,,,
4101,La Serena,Laboratorio Clínico Bionet S.A,512335500,,,,,
4101,La Serena,Sociedad de Profesionales de Huanhuali Ltda.,512487944,,,,,
4101,La Serena,Laboratorio Clínico IMATEC Ltda.,512224509,,,,,
4102,Coquimbo,Laboratorio Clínico Hermanos Muñoz Flores,512321920,,,,,
4102,Coquimbo,Laboratorio Clínico Xima Ltda.,512244758,,,,,
4102,Coquimbo,Laboratorio clínico Hemolab Ltda.,512311939,,,,,
4102,Coquimbo,Laboratorio Clínico los Olivos,512321214,,,,,
4106,Vicuña,Laboratorio Clínico Zuleta y Pinto,512411470,,,,,
4201,Illapel,Laboratorio Clínico Bionet S.A,532523516,,,,,
5602,Algarrobo,Centro de Salud Familiar Algarrobo,800500550,,,,,
5602,Algarrobo,Posta de Salud Rural El Yeco,,,,,,
5602,Algarrobo,Posta de Salud Rural San José (Algarrobo),,,,,,
5602,Algarrobo,SAPU Algarrobo,352200507,,,,,
5402,Cabildo,Laboratorio Clínico San José Ltda.,332761399,,,,,
5402,Cabildo,Posta de Salud Rural Alicahue,,,,,,
5402,Cabildo,Posta de Salud Rural Artificio (Cabildo),,,,,,
5402,Cabildo,Posta de Salud Rural La Viña,,,,,,
5402,Cabildo,Posta de Salud Rural Las Puertas,,,,,,
5402,Cabildo,Hospital Dr. Víctor Hugo Moll (Cabildo),332293400,,,,,
5402,Cabildo,Policlínico de la Asociación Chilena de Seguridad AChS Agencia Cabildo,332763514,,,,,
5502,Calera,Asociación Chilena de Seguridad AChS La Calera,,,,,,
5502,Calera,Laboratorio Clínico Diagnocal,332225144,,,,,
5502,Calera,Laboratorio Clínico Pasteur Ltda.,332222524,,,,,
5502,Calera,Laboratorio Clínico Labocal,332222855,,,,,
5502,Calera,Posta de Salud Rural Pachacamita,332360852,,,,,
5502,Calera,Posta de Salud Rural Pachacama,332342305,,,,,
5502,Calera,Posta de Salud Rural Manuel Rodríguez,,,,,,
5502,Calera,Centro Comunitario de Salud Familiar Patricia Guerra,332294731,,,,,
5502,Calera,SAPU Artificio,332333207,,,,,
5502,Calera,Hospital Dr. Mario Sánchez Vergara (La Calera),332293192,,,,,
5502,Calera,Clínica Los Leones,332222630,,,,,
5502,Calera,Centro de Salud Familiar Artificio,332333365,,,,,
5502,Calera,Centro Comunitario de Salud Familiar El Trigal,332298445,,,,,
5502,Calera,COSAM La Calera,982956604,,,,,
5302,Calle Larga,Centro de Salud Familiar Pedro Aguirre Cerda,342493050,,,,,
5302,Calle Larga,Posta de Salud Rural San Vicente (Calle Larga),,,,,,
5603,Cartagena,Centro de Salud Familiar Cartagena,,,,,,
5603,Cartagena,Posta de Salud Rural Lo Zárate,,,,,,
5603,Cartagena,Posta de Salud Rural Lo Abarca,,,,,,
5603,Cartagena,Centro Comunitario de Salud Familiar San Sebastian,988992341,,,,,
5603,Cartagena,Posta de Salud Rural El Turco,,,,,,
5603,Cartagena,SAPU Cartagena,322200300,,,,,
5102,Casablanca,Hospital San José (Casablanca),322577100,,,,,
5102,Casablanca,Centro Odontológico Casablanca,322743332,,,,,
5102,Casablanca,Centro de Salud Compañía Chilena de Tabacos,224646530,,,,,
5102,Casablanca,Centro de Salud ASAD,322741870,,,,,
5102,Casablanca,Posta de Salud Rural Quintay,,,,,,
5102,Casablanca,Posta de Salud Rural Las Dichas,,,,,,
5102,Casablanca,Posta de Salud Rural Los Maitenes,,,,,,
5102,Casablanca,Posta de Salud Rural Lagunillas,,,,,,
5702,Catemu,Centro de Salud Familiar Eduardo Raggio Lanata,342492540,,,,,
5702,Catemu,Centro Comunitario de Salud Familiar Los Cerrillos,,,,,,
5103,Con Con,COSAM y Psiquiatría Comunitaria Concón,322815886,,,,,
5103,Con Con,SAPU Concón,322813872,,,,,
5103,Con Con,Centro de Salud Familiar Concón,322813872,,,,,
5103,Con Con,Laboratorio Clínico Laboclin,,,,,,
5604,El Quisco,Centro de Salud Familiar El Quisco,352471147,,,,,
5604,El Quisco,Centro Comunitario de Salud Familiar Isla Negra,352469646,,,,,
5605,El Tabo,Centro de Salud Familiar El Tabo,352461594,,,,,
5605,El Tabo,Posta de Salud Rural Las Cruces (El Tabo),,,,,,
5503,Hijuelas,Posta de Salud Rural Romeral,332272505,,,,,
5503,Hijuelas,Posta de Salud Rural Villa Prat,332272571,,,,,
5503,Hijuelas,Centro de Salud Familiar Hijuelas,332271125,,,,,
5201,Isla de Pascua,Hospital Hanga Roa (Isla De Pascua),322578361,,,,,
5104,Juan Fernández,Centro de Salud Familiar Juan Fernández,,,,,,
5504,La Cruz,Centro de Salud Familiar La Cruz,332294743,,,,,
5401,La Ligua,Posta de Salud Rural Santa Marta,,,,,,
5401,La Ligua,Posta de Salud Rural Pueblo de Varas,,,,,,
5401,La Ligua,Posta de Salud Rural Pueblo de Roco,,,,,,
5401,La Ligua,Posta de Salud Rural Trapiche,,,,,,
5401,La Ligua,Posta de Salud Rural Las Parcelas,,,,,,
5401,La Ligua,Posta de Salud Rural Huaquén (La Ligua),,,,,,
5401,La Ligua,Posta de Salud Rural Los Molles,,,,,,
5401,La Ligua,Posta de Salud Rural Pichicuy,,,,,,
5401,La Ligua,Posta de Salud Rural La Canela,,,,,,
5401,La Ligua,Hospital San Agustín (La Ligua),332293490,,,,,
5401,La Ligua,Policlínico de la Asociación Chilena de Seguridad AChS Agencia La Ligua,332711265,,,,,
5401,La Ligua,Centro de Salud Familiar Raúl Sánchez Bañados,,,,,,
5802,Limache,COSAM Limache,,,,,,
5802,Limache,Hospital Santo Tomás (Limache),332293801,,,,,
5802,Limache,Hospital Centro Geriátrico Paz de la Tarde (Limache),332294801,,,,,
5802,Limache,Centro de Rehabilitación Limache Capredena,332335500,,,,,
5703,Llaillay,Hospital San Francisco (Llaillay),342492800,,,,,
5703,Llaillay,Centro de Salud Familiar Llaillay,342492806,,,,,
5301,Los Andes,SAPU Centenario,342492550,,,,,
5301,Los Andes,Oficina Sanitaria Los Libertadores,,,,,,
5301,Los Andes,Hospital San Juan de Dios (Los Andes),342490300,,,,,
5301,Los Andes,Clínica Río Blanco,342460000,,,,,
5301,Los Andes,ENFAS Limitada,342408580,,,,,
5301,Los Andes,Policlínico de la Asociación Chilena de Seguridad AChS Agencia Los Andes,342422797,,,,,
